customer_id,customer_name,gender,age,city,state,signup_date,acquisition_channel
CUST03553,Anjali Tiwari,Female,23.0,Gurugram,Haryana,2024-03-14,Organic Search
CUST03554,Tanvi Banerjee,Female,50.0,Mumbai,Maharashtra,2024-09-03,Social Media
CUST03555,Simran Nair,Female,41.0,Surat,Gujarat,2024-01-18,Organic Search
CUST03556,Radhika Mukherjee,Female,44.0,Patna,Bihar,2025-04-30,Social Media
CUST03557,Rekha Iyer,Female,35.0,Surat,Gujarat,2024-08-14,Paid Search
CUST03558,Siddharth Rao,Male,19.0,Rajkot,Gujarat,2025-08-07,Paid Search
CUST03559,Ishaan Saxena,Male,34.0,Delhi,Delhi,2024-12-05,Direct
CUST03560,Sneha Tiwari,Female,18.0,Noida,Uttar Pradesh,2024-08-29,Social Media
CUST03561,Aarav Desai,Male,35.0,Pune,Maharashtra,2025-02-18,Social Media
CUST03562,Preeti Sharma,Female,40.0,Hyderabad,Telangana,2024-08-19,
CUST03563,Diya Iyer,Female,44.0,Pune,Maharashtra,2025-07-21,Organic Search
CUST03564,Pooja Patel,Female,32.0,Hyderabad,Telangana,2023-09-14,Social Media
CUST03565,Kiran Joshi,Female,40.0,Chennai,Tamil Nadu,2025-09-11,Paid Search
CUST03566,Komal Iyer,Female,24.0,Delhi,Delhi,2025-05-11,Social Media
CUST03567,Ritu Menon,Female,43.0,Ludhiana,Punjab,2025-06-18,Referral
CUST03568,Payal Mishra,Female,40.0,Ahmedabad,Gujarat,2024-07-30,Direct
CUST03569,Siddharth Mishra,Male,25.0,Chennai,Tamil Nadu,2025-05-31,Paid Search
CUST03570,Vikram Reddy,Male,38.0,Chandigarh,Chandigarh,2024-02-03,Referral
CUST03571,Yash Desai,Male,44.0,Chandigarh,Chandigarh,2025-04-01,Organic Search
CUST03572,Sunita Chauhan,Female,34.0,Patna,Bihar,2023-07-21,Social Media
CUST03573,Rajesh Tiwari,Male,25.0,Mumbai,Maharashtra,2024-02-03,Referral
CUST03574,Ananya Agarwal,Female,35.0,Chandigarh,Chandigarh,2024-06-25,Social Media
CUST03575,Gaurav Gupta,Male,39.0,Delhi,Delhi,2024-02-19,Social Media
CUST03576,Aman Malhotra,Male,25.0,Chennai,Tamil Nadu,2024-04-27,Referral
CUST03577,Diya Banerjee,Female,23.0,Coimbatore,Tamil Nadu,2025-05-17,Organic Search
CUST03578,Suresh Reddy,Male,38.0,Mumbai,Maharashtra,2023-12-09,Email
CUST03579,Juhi Pandey,Female,41.0,Delhi,Delhi,2025-03-18,Social Media
CUST03580,Rajesh Kapoor,Male,54.0,Jaipur,Rajasthan,2023-04-22,Social Media
CUST03581,Rohan Mishra,Male,40.0,Chennai,Tamil Nadu,2025-04-04,Direct
CUST03582,Gaurav Gupta,Male,21.0,Ahmedabad,Gujarat,2025-04-25,Paid Search
CUST03583,Sneha Bansal,Female,53.0,Vadodara,Gujarat,2024-05-12,Organic Search
CUST03584,Nikhil Joshi,Male,44.0,Coimbatore,Tamil Nadu,2025-02-27,Referral
CUST03585,Swati Rao,Female,18.0,Guwahati,Assam,2025-07-29,Organic Search
CUST03586,Priya Pandey,Female,23.0,Delhi,Delhi,2025-05-02,Email
CUST03587,Gaurav Bansal,Male,28.0,Kanpur,Uttar Pradesh,2024-05-01,Direct
CUST03588,Deepak Joshi,Male,41.0,Nashik,Maharashtra,2024-08-01,Referral
CUST03589,Sanjay Saxena,Male,18.0,Bengaluru,Karnataka,2025-04-15,Social Media
CUST03590,Anita Bansal,Female,32.0,Kolkata,West Bengal,2024-01-18,Direct
CUST03591,Riya Banerjee,Female,41.0,Mumbai,Maharashtra,2025-05-04,Paid Search
CUST03592,Vikram Verma,Male,18.0,Delhi,Delhi,2024-02-26,Organic Search
CUST03593,Tanvi Desai,Female,40.0,Delhi,Delhi,2025-05-06,Social Media
CUST03594,Vihaan Chatterjee,Male,42.0,Indore,Madhya Pradesh,2023-05-10,Social Media
CUST03595,Tanvi Joshi,Female,25.0,Surat,Gujarat,2023-03-10,Referral
CUST03596,Krishna Verma,Male,21.0,Mumbai,Maharashtra,2025-09-29,Paid Search
CUST03597,Siddharth Yadav,Male,24.0,Jaipur,Rajasthan,2025-06-25,Organic Search
CUST03598,Rohan Yadav,Male,18.0,Mumbai,Maharashtra,2025-07-05,Organic Search
CUST03599,Sunita Agarwal,Female,30.0,Delhi,Delhi,2025-08-26,Paid Search
CUST03600,Aditi Bansal,Female,35.0,Coimbatore,Tamil Nadu,2024-06-17,Email
CUST03601,Suresh Patel,Male,21.0,Chennai,Tamil Nadu,2024-01-12,Paid Search
CUST03602,Varun Mukherjee,Male,43.0,Visakhapatnam,Andhra Pradesh,2023-07-07,Organic Search
CUST03603,Riya Agarwal,Female,34.0,Hyderabad,Telangana,2024-08-17,Organic Search
CUST03604,Pranav Desai,Male,36.0,Delhi,Delhi,2023-10-27,Paid Search
CUST03605,Juhi Mukherjee,Female,29.0,Coimbatore,Tamil Nadu,2025-08-14,Paid Search
CUST03606,Naveen Nair,Male,40.0,Delhi,Delhi,2023-01-07,Referral
CUST03607,Aarav Kapoor,Male,46.0,Hyderabad,Telangana,2023-07-25,Direct
CUST03608,Sneha Verma,Female,29.0,Nagpur,Maharashtra,2023-11-27,Social Media
CUST03609,Vikram Sharma,Male,41.0,Jaipur,Rajasthan,2023-10-02,Paid Search
CUST03610,Kiran Chatterjee,Female,41.0,Gurugram,Haryana,2023-11-03,Organic Search
CUST03611,Rohan Das,Male,37.0,Kochi,Kerala,2025-01-02,Paid Search
CUST03612,Siddharth Rao,Male,50.0,Delhi,Delhi,2024-02-25,Social Media
CUST03613,Aditya Malhotra,Male,26.0,Bengaluru,Karnataka,2024-11-28,Organic Search
CUST03614,Aditya Mishra,Male,29.0,Lucknow,Uttar Pradesh,2025-07-11,Organic Search
CUST03615,Komal Singh,Female,25.0,Delhi,Delhi,2024-11-17,Referral
CUST03616,Sneha Banerjee,Female,40.0,Pune,Maharashtra,2025-02-04,Social Media
CUST03617,Anita Tiwari,Female,30.0,Ahmedabad,Gujarat,2024-04-05,Paid Search
CUST03618,Aarav Tiwari,Male,26.0,Coimbatore,Tamil Nadu,2023-08-15,Social Media
CUST03619,Rajesh Banerjee,Male,50.0,Chandigarh,Chandigarh,2024-02-18,Paid Search
CUST03620,Karthik Bansal,Male,51.0,Bengaluru,Karnataka,2025-09-04,Organic Search
CUST03621,Diya Patel,Female,30.0,Mumbai,Maharashtra,2024-12-04,Referral
CUST03622,Yash Yadav,Male,19.0,Kochi,Kerala,2024-01-01,Organic Search
CUST03623,Manish Saxena,Male,52.0,Delhi,Delhi,2024-06-30,Organic Search
CUST03624,Anjali Rao,Female,38.0,Delhi,Delhi,2025-05-29,Social Media
CUST03625,Arjun Mehta,Male,37.0,Bengaluru,Karnataka,2025-01-13,Paid Search
CUST03626,Priya Singh,Female,34.0,Hyderabad,Telangana,2024-10-11,Social Media
CUST03627,Tarun Chatterjee,Male,25.0,Delhi,Delhi,2025-07-07,Direct
CUST03628,Tanvi Rao,Female,29.0,Hyderabad,Telangana,2025-01-16,Organic Search
CUST03629,Juhi Banerjee,Female,40.0,Mumbai,Maharashtra,2024-12-22,Organic Search
CUST03630,Ishaan Mukherjee,Male,29.0,Vadodara,Gujarat,2023-09-21,Organic Search
CUST03631,Riya Chauhan,Female,37.0,Bengaluru,Karnataka,2023-06-06,Organic Search
CUST03632,Pooja Pandey,Female,33.0,Ghaziabad,Uttar Pradesh,2025-09-05,Email
CUST03633,Varun Chatterjee,Male,22.0,Lucknow,Uttar Pradesh,2024-11-14,Paid Search
CUST03634,Meera Agarwal,Female,49.0,Kolkata,West Bengal,2024-05-26,Organic Search
CUST03635,Ananya Das,Female,39.0,Noida,Uttar Pradesh,2024-11-05,Social Media
CUST03636,Simran Chopra,Female,36.0,Ahmedabad,Gujarat,2023-04-05,Email
CUST03637,Juhi Chopra,Female,39.0,Delhi,Delhi,2025-05-19,Direct
CUST03638,Manish Yadav,Male,18.0,Jaipur,Rajasthan,2023-10-23,Paid Search
CUST03639,Reyansh Kumar,Male,28.0,Delhi,Delhi,2025-05-05,Social Media
CUST03640,Aarav Bansal,Male,18.0,Bengaluru,Karnataka,2024-09-17,Organic Search
CUST03641,Karthik Shah,Male,34.0,Chandigarh,Chandigarh,2023-12-31,Referral
CUST03642,Reyansh Malhotra,Male,36.0,Coimbatore,Tamil Nadu,2023-02-17,Direct
CUST03643,Gaurav Tiwari,Male,34.0,Chennai,Tamil Nadu,2025-05-14,Social Media
CUST03644,Suresh Joshi,Male,45.0,Kolkata,West Bengal,2023-09-05,Social Media
CUST03645,Kavya Pandey,Female,18.0,Pune,Maharashtra,2023-03-21,Social Media
CUST03646,Karthik Yadav,Male,25.0,Mumbai,Maharashtra,2025-03-27,Social Media
CUST03647,Aarav Chopra,Male,37.0,Bengaluru,Karnataka,2024-03-20,Paid Search
CUST03648,Ritu Gupta,Female,,Jaipur,Rajasthan,2024-04-30,Email
CUST03649,Simran Sharma,Female,20.0,Hyderabad,Telangana,2023-11-28,Direct
CUST03650,Vikram Mishra,Male,45.0,Bengaluru,Karnataka,2025-06-17,Email
CUST03651,Anjali Malhotra,Female,48.0,Lucknow,Uttar Pradesh,2024-01-23,Organic Search
CUST03652,Kavya Das,Female,37.0,Pune,Maharashtra,2023-10-16,Paid Search
CUST03653,Meera Sharma,,18.0,Hyderabad,Telangana,2024-02-05,Social Media
CUST03654,Yash Singh,Male,35.0,Gurugram,Haryana,2023-10-07,Organic Search
CUST03655,Vivaan Malhotra,Male,36.0,Visakhapatnam,Andhra Pradesh,2024-02-14,Paid Search
CUST03656,Preeti Mehta,Female,30.0,Jaipur,Rajasthan,2023-05-05,Organic Search
CUST03657,Suresh Nair,Male,46.0,Bengaluru,Karnataka,2023-08-13,Paid Search
CUST03658,Ritu Yadav,Female,32.0,Lucknow,Uttar Pradesh,2024-05-27,Organic Search
CUST03659,Anita Rao,Female,54.0,Nagpur,Maharashtra,2025-07-02,Paid Search
CUST03660,Sneha Mukherjee,Female,41.0,Jaipur,Rajasthan,2023-03-29,Direct
CUST03661,Kavya Gupta,Female,36.0,Lucknow,Uttar Pradesh,2023-10-19,Organic Search
CUST03662,Swati Banerjee,Female,42.0,Delhi,Delhi,2025-07-24,Organic Search
CUST03663,Kiran Chopra,Female,48.0,Hyderabad,Telangana,2025-07-10,Paid Search
CUST03664,Shreya Shah,Female,42.0,Coimbatore,Tamil Nadu,2025-01-22,Social Media
CUST03665,Aarav Joshi,Male,32.0,Delhi,Delhi,2023-11-20,Direct
CUST03666,Anita Joshi,Female,26.0,Jaipur,Rajasthan,2024-05-30,Social Media
CUST03667,Ishita Yadav,Female,22.0,Coimbatore,Tamil Nadu,2023-10-17,Direct
CUST03668,Aditi Nair,Female,18.0,Mumbai,Maharashtra,2023-07-05,Organic Search
CUST03669,Aarav Pandey,Male,35.0,Noida,Uttar Pradesh,2024-04-20,Organic Search
CUST03670,Rajesh Banerjee,Male,29.0,Rajkot,Gujarat,2024-10-24,Direct
CUST03671,Kavya Sharma,Female,30.0,Indore,Madhya Pradesh,2024-03-30,Organic Search
CUST03672,Krishna Gupta,Male,43.0,Indore,Madhya Pradesh,2024-11-24,Paid Search
CUST03673,Kavya Mishra,Female,32.0,Nashik,Maharashtra,2024-01-22,Paid Search
CUST03674,Swati Gupta,Female,52.0,Delhi,Delhi,2024-03-16,
CUST03675,Harsh Bansal,Male,27.0,Nagpur,Maharashtra,2025-04-24,Paid Search
CUST03676,Reyansh Saxena,Male,23.0,Hyderabad,Telangana,2025-07-01,Direct
CUST03677,Saanvi Chauhan,Female,,Nashik,Maharashtra,2024-02-19,Social Media
CUST03678,Karthik Menon,Male,40.0,Pune,Maharashtra,2024-10-20,Organic Search
CUST03679,Meera Shah,Female,45.0,Visakhapatnam,Andhra Pradesh,2024-01-02,Organic Search
CUST03680,Komal Kumar,Female,27.0,Delhi,Delhi,2023-03-23,Paid Search
CUST03681,Rekha Iyer,Female,22.0,Bengaluru,Karnataka,2025-03-12,Organic Search
CUST03682,Tarun Banerjee,Male,48.0,Ludhiana,Punjab,2023-08-29,Organic Search
CUST03683,Naveen Banerjee,Male,18.0,Ahmedabad,Gujarat,2024-06-05,Paid Search
CUST03684,Simran Desai,Female,43.0,Pune,Maharashtra,2024-08-03,Social Media
CUST03685,Rahul Bansal,Male,27.0,Indore,Madhya Pradesh,2023-09-14,Paid Search
CUST03686,Karthik Kumar,Male,37.0,Delhi,Delhi,2023-05-21,Direct
CUST03687,Swati Rao,Female,44.0,Hyderabad,Telangana,2024-03-18,Organic Search
CUST03688,Ankit Agarwal,,38.0,Hyderabad,Telangana,2025-08-26,Direct
CUST03689,Ankit Pandey,Male,30.0,Chandigarh,Chandigarh,2024-11-28,Social Media
CUST03690,Ritu Chauhan,Female,47.0,Delhi,Delhi,2024-04-21,Referral
CUST03691,Abhishek Saxena,Male,36.0,Ahmedabad,Gujarat,2023-03-02,Social Media
CUST03692,Vivaan Bansal,Male,,Noida,Uttar Pradesh,2024-11-15,Organic Search
CUST03693,Yash Saxena,Male,18.0,Ludhiana,Punjab,2023-05-18,Email
CUST03694,Riya Tiwari,Female,18.0,Kanpur,Uttar Pradesh,2024-09-24,Referral
CUST03695,Tanvi Kapoor,Female,43.0,Pune,Maharashtra,2025-03-24,Email
CUST03696,Anjali Chopra,Female,33.0,Ludhiana,Punjab,2024-06-03,Referral
CUST03697,Saanvi Rao,Female,41.0,Gurugram,Haryana,2024-01-26,Organic Search
CUST03698,Vikram Pandey,Male,22.0,Gurugram,Haryana,2023-03-14,Direct
CUST03699,Meera Malhotra,Female,34.0,Lucknow,Uttar Pradesh,2023-02-08,Direct
CUST03700,Vikram Pandey,Male,38.0,Indore,Madhya Pradesh,2024-06-09,Direct
CUST03701,Juhi Shah,Female,28.0,Visakhapatnam,Andhra Pradesh,2025-07-05,Social Media
CUST03702,Shreya Iyer,Female,35.0,Vadodara,Gujarat,2023-11-24,Referral
CUST03703,Rajesh Gupta,Male,19.0,Thane,Maharashtra,2024-10-23,Social Media
CUST03704,Priya Mishra,Female,37.0,Delhi,Delhi,2025-01-26,Paid Search
CUST03705,Ritu Yadav,Female,47.0,Bhopal,Madhya Pradesh,2023-04-03,Direct
CUST03706,Rajesh Agarwal,Male,21.0,Ahmedabad,Gujarat,2023-08-06,Organic Search
CUST03707,Shreya Chatterjee,Female,20.0,Delhi,Delhi,2024-02-29,Referral
CUST03708,Divya Sharma,Female,45.0,Mumbai,Maharashtra,2025-01-14,Paid Search
CUST03709,Karthik Saxena,Male,20.0,Bengaluru,Karnataka,2024-06-18,Organic Search
CUST03710,Harsh Iyer,Male,41.0,Kolkata,West Bengal,2025-03-09,Paid Search
CUST03711,Aadhya Mehta,Female,34.0,Bengaluru,Karnataka,2025-06-23,Social Media
CUST03712,Deepak Chauhan,Male,29.0,Lucknow,Uttar Pradesh,2025-03-29,Organic Search
CUST03713,Aman Shah,Male,48.0,Noida,Uttar Pradesh,2025-09-25,Email
CUST03714,Divya Patel,Female,42.0,Mumbai,Maharashtra,2025-03-25,Paid Search
CUST03715,Meera Banerjee,Female,36.0,Delhi,Delhi,2025-06-11,Social Media
CUST03716,Karthik Chatterjee,Male,18.0,Bengaluru,Karnataka,2025-05-27,Organic Search
CUST03717,Nikhil Pandey,Male,40.0,Vadodara,Gujarat,2025-03-06,Organic Search
CUST03718,Ritu Saxena,Female,22.0,Bengaluru,Karnataka,2025-05-03,Organic Search
CUST03719,Nikhil Mehta,Male,31.0,Delhi,Delhi,2025-08-13,Organic Search
CUST03720,Ishita Shah,Female,33.0,Delhi,Delhi,2024-07-23,Email
CUST03721,Sneha Banerjee,Female,52.0,Delhi,Delhi,2024-12-18,Paid Search
CUST03722,Nikhil Chatterjee,Male,30.0,Indore,Madhya Pradesh,2024-08-30,Email
CUST03723,Pooja Yadav,Female,19.0,Indore,Madhya Pradesh,2025-06-10,Email
CUST03724,Rekha Gupta,Female,48.0,Hyderabad,Telangana,2024-06-11,Organic Search
CUST03725,Kiran Kumar,Female,40.0,Chennai,Tamil Nadu,2025-05-17,Direct
CUST03726,Harsh Shah,Male,41.0,Surat,Gujarat,2025-05-01,Email
CUST03727,Sanjay Gupta,Male,48.0,Kochi,Kerala,2025-09-02,Organic Search
CUST03728,Radhika Verma,Female,50.0,Thane,Maharashtra,2023-11-30,Social Media
CUST03729,Nisha Mukherjee,Female,24.0,Vadodara,Gujarat,2025-02-17,Paid Search
CUST03730,Diya Pandey,Female,19.0,Kochi,Kerala,2025-03-28,Paid Search
CUST03731,Siddharth Yadav,Male,41.0,Ahmedabad,Gujarat,2025-08-14,Paid Search
CUST03732,Meera Patel,Female,30.0,Mumbai,Maharashtra,2025-07-23,Paid Search
CUST03733,Rohan Kumar,Male,31.0,Thane,Maharashtra,2024-10-22,Paid Search
CUST03734,Divya Desai,Female,22.0,Delhi,Delhi,2024-10-27,Paid Search
CUST03735,Sunita Rao,Female,39.0,Chennai,Tamil Nadu,2023-08-24,Social Media
CUST03736,Sneha Mukherjee,Female,37.0,Thane,Maharashtra,2025-09-12,Social Media
CUST03737,Rohan Chopra,Male,31.0,Pune,Maharashtra,2023-12-07,Organic Search
CUST03738,Pooja Pandey,Female,19.0,Ahmedabad,Gujarat,2025-03-01,Organic Search
CUST03739,Ishaan Patel,Male,45.0,Kolkata,West Bengal,2025-04-28,Paid Search
CUST03740,Abhishek Gupta,Male,36.0,Bengaluru,Karnataka,2024-06-20,
CUST03741,Ananya Shah,Female,44.0,Mumbai,Maharashtra,2023-10-17,Social Media
CUST03742,Kavya Das,Female,18.0,Chennai,Tamil Nadu,2023-09-20,Social Media
CUST03743,Komal Gupta,Female,34.0,Mumbai,Maharashtra,2025-06-15,Organic Search
CUST03744,Kiran Rao,Female,26.0,Kochi,Kerala,2024-08-26,Social Media
CUST03745,Harsh Rao,Male,33.0,Chennai,Tamil Nadu,2023-05-15,Paid Search
CUST03746,Karthik Singh,Male,42.0,Rajkot,Gujarat,2025-02-23,Paid Search
CUST03747,Ananya Saxena,Female,37.0,Noida,Uttar Pradesh,2023-12-01,Social Media
CUST03748,Divya Chauhan,Female,33.0,Chennai,Tamil Nadu,2025-06-30,Social Media
CUST03749,Tarun Joshi,Male,33.0,Chennai,Tamil Nadu,2024-02-06,Social Media
CUST03750,Vikram Pandey,Male,18.0,Coimbatore,Tamil Nadu,2023-10-04,Referral
CUST03751,Varun Reddy,Male,24.0,Mumbai,Maharashtra,2023-05-07,Paid Search
CUST03752,Tanvi Chauhan,Female,44.0,Kolkata,West Bengal,2024-08-26,Direct
CUST03753,Aarav Malhotra,Male,28.0,Bengaluru,Karnataka,2024-06-30,Direct
CUST03754,Diya Shah,Female,44.0,Bhopal,Madhya Pradesh,2025-03-23,Organic Search
CUST03755,Deepak Malhotra,Male,41.0,Ludhiana,Punjab,2024-07-13,Direct
CUST03756,Krishna Mukherjee,Male,42.0,Surat,Gujarat,2024-03-13,Paid Search
CUST03757,Aditya Banerjee,Male,36.0,Ahmedabad,Gujarat,2023-12-15,Direct
CUST03758,Ishaan Mishra,Male,29.0,Pune,Maharashtra,2024-01-02,Direct
CUST03759,Ritu Iyer,Female,31.0,Jaipur,Rajasthan,2025-08-08,Paid Search
CUST03760,Siddharth Mishra,Male,39.0,Lucknow,Uttar Pradesh,2023-08-21,Paid Search
CUST03761,Naveen Yadav,Male,18.0,Gurugram,Haryana,2025-09-22,Social Media
CUST03762,Sunita Menon,Female,45.0,Bengaluru,Karnataka,2024-02-24,Paid Search
CUST03763,Deepak Bansal,Male,28.0,Delhi,Delhi,2023-05-12,Social Media
CUST03764,Vihaan Singh,Male,32.0,Delhi,Delhi,2023-11-30,Paid Search
CUST03765,Manish Mukherjee,Male,32.0,Nagpur,Maharashtra,2023-03-31,Paid Search
CUST03766,Reyansh Verma,Male,33.0,Chandigarh,Chandigarh,2025-04-23,Paid Search
CUST03767,Sanjay Patel,Male,20.0,Hyderabad,Telangana,2024-08-27,Email
CUST03768,Aadhya Nair,Female,35.0,Chennai,Tamil Nadu,2024-03-06,Social Media
CUST03769,Pranav Gupta,Male,39.0,Noida,Uttar Pradesh,2025-01-08,Social Media
CUST03770,Meera Pandey,Female,18.0,Delhi,Delhi,2024-12-12,Referral
CUST03771,Ananya Pandey,Female,20.0,Rajkot,Gujarat,2025-08-17,Email
CUST03772,Harsh Sharma,Male,42.0,Noida,Uttar Pradesh,2025-09-02,Paid Search
CUST03773,Divya Gupta,Female,40.0,Patna,Bihar,2025-01-23,Organic Search
CUST03774,Rahul Tiwari,Male,36.0,Hyderabad,Telangana,2025-05-15,Paid Search
CUST03775,Yash Sharma,Male,26.0,Lucknow,Uttar Pradesh,2025-04-25,Social Media
CUST03776,Preeti Tiwari,Female,40.0,Bengaluru,Karnataka,2024-08-07,Organic Search
CUST03777,Rajesh Joshi,Male,21.0,Delhi,Delhi,2025-02-12,Email
CUST03778,Nisha Das,Female,32.0,Delhi,Delhi,2023-04-28,Organic Search
CUST03779,Priya Verma,Female,20.0,Mumbai,Maharashtra,2025-03-28,Organic Search
CUST03780,Vivaan Nair,Male,31.0,Kochi,Kerala,2025-09-02,
CUST03781,Varun Chauhan,Male,23.0,Lucknow,Uttar Pradesh,2023-05-07,Social Media
CUST03782,Riya Rao,Female,41.0,Hyderabad,Telangana,2025-05-30,Paid Search
CUST03783,Aarav Mishra,Male,37.0,Jaipur,Rajasthan,2025-08-12,Email
CUST03784,Arjun Mukherjee,Male,27.0,Surat,Gujarat,2023-11-04,Direct
CUST03785,Vivaan Chauhan,Male,44.0,Delhi,Delhi,2024-09-08,Organic Search
CUST03786,Naveen Bansal,Male,23.0,Bengaluru,Karnataka,2025-08-08,Direct
CUST03787,Kavya Chatterjee,Female,33.0,Pune,Maharashtra,2025-09-01,Paid Search
CUST03788,Abhishek Chauhan,Male,27.0,Ludhiana,Punjab,2023-07-05,Paid Search
CUST03789,Arjun Chauhan,Male,40.0,Delhi,Delhi,2024-03-19,Email
CUST03790,Shreya Tiwari,Female,39.0,Agra,Uttar Pradesh,2025-02-07,Email
CUST03791,Divya Gupta,Female,46.0,Surat,Gujarat,2023-10-29,Social Media
CUST03792,Shreya Yadav,Female,34.0,Kolkata,West Bengal,2024-02-22,Paid Search
CUST03793,Preeti Kapoor,Female,18.0,Delhi,Delhi,2023-02-06,Organic Search
CUST03794,Naveen Chopra,Male,29.0,Pune,Maharashtra,2023-08-07,Paid Search
CUST03795,Nikhil Mishra,Male,49.0,Hyderabad,Telangana,2024-10-12,Social Media
CUST03796,Neha Verma,Female,30.0,Delhi,Delhi,2024-12-31,Social Media
CUST03797,Abhishek Agarwal,Male,18.0,Rajkot,Gujarat,2024-12-27,Direct
CUST03798,Ritu Iyer,Female,37.0,Chennai,Tamil Nadu,2025-04-14,Paid Search
CUST03799,Sanjay Desai,Male,38.0,Mumbai,Maharashtra,2024-05-26,Social Media
CUST03800,Nisha Mehta,Female,26.0,Hyderabad,Telangana,2023-12-28,Social Media
CUST03801,Anjali Reddy,Female,31.0,Delhi,Delhi,2023-01-25,Social Media
CUST03802,Meera Desai,Female,25.0,Gurugram,Haryana,2023-10-11,Direct
CUST03803,Ishaan Iyer,Male,38.0,Bengaluru,Karnataka,2024-02-09,Referral
CUST03804,Sneha Reddy,Female,34.0,Kolkata,West Bengal,2023-09-07,Organic Search
CUST03805,Preeti Verma,Female,21.0,Thane,Maharashtra,2023-02-01,Referral
CUST03806,Anita Kumar,Female,33.0,Delhi,Delhi,2023-08-12,Direct
CUST03807,Shreya Desai,Female,26.0,Chennai,Tamil Nadu,2025-01-11,Organic Search
CUST03808,Gaurav Menon,,48.0,Lucknow,Uttar Pradesh,2024-12-11,Social Media
CUST03809,Nikhil Sharma,Male,42.0,Rajkot,Gujarat,2025-08-14,Social Media
CUST03810,Pranav Nair,Male,32.0,Lucknow,Uttar Pradesh,2025-04-30,Paid Search
CUST03811,Diya Nair,Female,34.0,Mumbai,Maharashtra,2024-10-17,Referral
CUST03812,Sneha Shah,Female,43.0,Hyderabad,Telangana,2023-07-17,Referral
CUST03813,Deepak Kumar,Male,31.0,Hyderabad,Telangana,2024-10-14,Organic Search
CUST03814,Sneha Sharma,Female,41.0,Ahmedabad,Gujarat,2023-04-04,Organic Search
CUST03815,Krishna Desai,Male,48.0,Gurugram,Haryana,2024-06-10,Organic Search
CUST03816,Neha Bansal,Female,28.0,Mumbai,Maharashtra,2024-04-30,Direct
CUST03817,Sanjay Shah,Male,49.0,Hyderabad,Telangana,2024-06-07,Organic Search
CUST03818,Ishaan Rao,Male,47.0,Kolkata,West Bengal,2024-01-04,Social Media
CUST03819,Vikram Pandey,Male,35.0,Mumbai,Maharashtra,2025-01-28,Social Media
CUST03820,Priya Tiwari,Female,29.0,Kolkata,West Bengal,2025-06-02,Organic Search
CUST03821,Nisha Das,Female,35.0,Delhi,Delhi,2025-04-06,Organic Search
CUST03822,Karthik Iyer,Male,31.0,Ludhiana,Punjab,2024-12-09,Referral
CUST03823,Varun Saxena,Male,25.0,Bengaluru,Karnataka,2024-09-20,Paid Search
CUST03824,Kiran Verma,Female,38.0,Pune,Maharashtra,2023-02-18,Paid Search
CUST03825,Nikhil Reddy,Male,23.0,Surat,Gujarat,2025-02-28,Paid Search
CUST03826,Ritu Mukherjee,Female,30.0,Hyderabad,Telangana,2024-09-26,Organic Search
CUST03827,Arjun Mehta,Male,30.0,Hyderabad,Telangana,2023-12-25,Paid Search
CUST03828,Aditi Mishra,Female,19.0,Kolkata,West Bengal,2024-02-25,Organic Search
CUST03829,Anjali Mukherjee,Female,40.0,Vadodara,Gujarat,2025-08-14,Organic Search
CUST03830,Aman Pandey,Male,31.0,Chennai,Tamil Nadu,2024-12-06,Organic Search
CUST03831,Komal Rao,Female,46.0,Kolkata,West Bengal,2024-07-24,Social Media
CUST03832,Ishaan Kumar,Male,31.0,Jaipur,Rajasthan,2024-12-03,Organic Search
CUST03833,Ritu Mishra,Female,29.0,Chennai,Tamil Nadu,2024-05-24,Organic Search
CUST03834,Kiran Banerjee,Female,24.0,Indore,Madhya Pradesh,2024-07-18,Referral
CUST03835,Rahul Bansal,Male,33.0,Mumbai,Maharashtra,2024-01-16,Social Media
CUST03836,Diya Rao,Female,33.0,Kolkata,West Bengal,2024-06-19,Referral
CUST03837,Deepak Singh,Male,40.0,Gurugram,Haryana,2025-01-28,Email
CUST03838,Sneha Kapoor,Female,34.0,Surat,Gujarat,2023-03-03,Paid Search
CUST03839,Sneha Mehta,Female,54.0,Kolkata,West Bengal,2025-04-27,Social Media
CUST03840,Simran Mishra,Female,38.0,Visakhapatnam,Andhra Pradesh,2024-01-08,Direct
CUST03841,Riya Reddy,Female,23.0,Ahmedabad,Gujarat,2025-01-25,Paid Search
CUST03842,Riya Reddy,Female,22.0,Chennai,Tamil Nadu,2024-12-22,Organic Search
CUST03843,Pranav Agarwal,Male,38.0,Delhi,Delhi,2024-12-31,Organic Search
CUST03844,Kunal Iyer,Male,23.0,Delhi,Delhi,2024-11-22,Direct
CUST03845,Saanvi Kumar,Female,39.0,Mumbai,Maharashtra,2025-08-31,Organic Search
CUST03846,Pranav Mehta,Male,42.0,Thane,Maharashtra,2024-08-23,Direct
CUST03847,Vihaan Kapoor,Male,42.0,Chennai,Tamil Nadu,2025-03-07,Social Media
CUST03848,Karthik Singh,Male,24.0,Gurugram,Haryana,2025-02-13,Social Media
CUST03849,Sneha Malhotra,Female,42.0,Delhi,Delhi,2023-11-15,Paid Search
CUST03850,Sneha Tiwari,Female,36.0,Bengaluru,Karnataka,2024-01-08,Paid Search
CUST03851,Manish Kumar,Male,27.0,Lucknow,Uttar Pradesh,2024-06-03,Organic Search
